Mod:Item:MetaData, Localized Name
gregtech:machine:14067, 256A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14068, 256A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14069, 256A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14070, 256A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14071, 256A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14072, 256A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14073, 256A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14074, 1024A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14075, 1024A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14076, 1024A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14077, 1024A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14078, 1024A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14079, 1024A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14080, 1024A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14081, 1024A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14082, 1024A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14083, 1024A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14084, 1024A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14085, 1024A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14086, 1024A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14087, 1024A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14088, 1024A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14089, 4096A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14090, 4096A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14091, 4096A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14092, 4096A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14093, 4096A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14094, 4096A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14095, 4096A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14096, 4096A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14097, 4096A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14098, 4096A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14099, 4096A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14100, 4096A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14101, 4096A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14102, 4096A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14103, 4096A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14104, 16384A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14105, 16384A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14106, 16384A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14107, 16384A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14108, 16384A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14109, 16384A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14110, 16384A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14111, 16384A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14112, 16384A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14113, 16384A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14114, 16384A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14115, 16384A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14116, 16384A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14117, 16384A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14118, 16384A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14119, 65536A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14120, 65536A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14121, 65536A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14122, 65536A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14123, 65536A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14124, 65536A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14125, 65536A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14126, 65536A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14127, 65536A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14128, 65536A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14129, 65536A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14130, 65536A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14131, 65536A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14132, 65536A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14133, 65536A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14134, 262144A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14135, 262144A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14136, 262144A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14137, 262144A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14138, 262144A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14139, 262144A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14140, 262144A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14141, 262144A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14142, 262144A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14143, 262144A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14144, 262144A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14145, 262144A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14146, 262144A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14147, 262144A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14148, 262144A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14149, 1048576A Wireless Energy Hatch（§8ULV§r）
gregtech:machine:14150, 1048576A Wireless Energy Hatch（§7LV§r）
gregtech:machine:14151, 1048576A Wireless Energy Hatch（§bMV§r）
gregtech:machine:14152, 1048576A Wireless Energy Hatch（§6HV§r）
gregtech:machine:14153, 1048576A Wireless Energy Hatch（§5EV§r）
gregtech:machine:14154, 1048576A Wireless Energy Hatch（§1IV§r）
gregtech:machine:14155, 1048576A Wireless Energy Hatch（§dLuV§r）
gregtech:machine:14156, 1048576A Wireless Energy Hatch（§cZPM§r）
gregtech:machine:14157, 1048576A Wireless Energy Hatch（§3UV§r）
gregtech:machine:14158, 1048576A Wireless Energy Hatch（§4UHV§r）
gregtech:machine:14159, 1048576A Wireless Energy Hatch（§aUEV§r）
gregtech:machine:14160, 1048576A Wireless Energy Hatch（§2UIV§r）
gregtech:machine:14161, 1048576A Wireless Energy Hatch（§eUXV§r）
gregtech:machine:14162, 1048576A Wireless Energy Hatch（§9OpV§r）
gregtech:machine:14163, 1048576A Wireless Energy Hatch（§c§lMAX§r）
gregtech:machine:14164, Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14165, Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14166, Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14167, Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14168, Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14169, Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14170, Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14171, Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14172, Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14173, Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14174, Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14175, Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14176, Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14177, Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14178, Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14179, 4A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14180, 4A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14181, 4A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14182, 4A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14183, 4A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14184, 4A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14185, 4A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14186, 4A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14187, 4A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14188, 4A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14189, 4A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14190, 4A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14191, 4A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14192, 4A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14193, 4A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14194, 16A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14195, 16A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14196, 16A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14197, 16A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14198, 16A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14199, 16A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14200, 16A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14201, 16A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14202, 16A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14203, 16A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14204, 16A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14205, 16A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14206, 16A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14207, 16A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14208, 16A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14209, 64A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14210, 64A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14211, 64A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14212, 64A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14213, 64A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14214, 64A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14215, 64A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14216, 64A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14217, 64A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14218, 64A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14219, 64A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14220, 64A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14221, 64A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14222, 64A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14223, 64A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14224, 256A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14225, 256A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14226, 256A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14227, 256A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14228, 256A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14229, 256A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14230, 256A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14231, 256A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14232, 256A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14233, 256A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14234, 256A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14235, 256A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14236, 256A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14237, 256A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14238, 256A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14239, 1024A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14240, 1024A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14241, 1024A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14242, 1024A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14243, 1024A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14244, 1024A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14245, 1024A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14246, 1024A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14247, 1024A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14248, 1024A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14249, 1024A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14250, 1024A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14251, 1024A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14252, 1024A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14253, 1024A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14254, 4096A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14255, 4096A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14256, 4096A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14257, 4096A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14258, 4096A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14259, 4096A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14260, 4096A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14261, 4096A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14262, 4096A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14263, 4096A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14264, 4096A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14265, 4096A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14266, 4096A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14267, 4096A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14268, 4096A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14269, 16384A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14270, 16384A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14271, 16384A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14272, 16384A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14273, 16384A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14274, 16384A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14275, 16384A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14276, 16384A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14277, 16384A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14278, 16384A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14279, 16384A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14280, 16384A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14281, 16384A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14282, 16384A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14283, 16384A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14284, 65536A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14285, 65536A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14286, 65536A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14287, 65536A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14288, 65536A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14289, 65536A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14290, 65536A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14291, 65536A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14292, 65536A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14293, 65536A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14294, 65536A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14295, 65536A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14296, 65536A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14297, 65536A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14298, 65536A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14299, 262144A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14300, 262144A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14301, 262144A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14302, 262144A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14303, 262144A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14304, 262144A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14305, 262144A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14306, 262144A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14307, 262144A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14308, 262144A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14309, 262144A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14310, 262144A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14311, 262144A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14312, 262144A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14313, 262144A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:14314, 1048576A Wireless Dynamo Hatch（§8ULV§r）
gregtech:machine:14315, 1048576A Wireless Dynamo Hatch（§7LV§r）
gregtech:machine:14316, 1048576A Wireless Dynamo Hatch（§bMV§r）
gregtech:machine:14317, 1048576A Wireless Dynamo Hatch（§6HV§r）
gregtech:machine:14318, 1048576A Wireless Dynamo Hatch（§5EV§r）
gregtech:machine:14319, 1048576A Wireless Dynamo Hatch（§1IV§r）
gregtech:machine:14320, 1048576A Wireless Dynamo Hatch（§dLuV§r）
gregtech:machine:14321, 1048576A Wireless Dynamo Hatch（§cZPM§r）
gregtech:machine:14322, 1048576A Wireless Dynamo Hatch（§3UV§r）
gregtech:machine:14323, 1048576A Wireless Dynamo Hatch（§4UHV§r）
gregtech:machine:14324, 1048576A Wireless Dynamo Hatch（§aUEV§r）
gregtech:machine:14325, 1048576A Wireless Dynamo Hatch（§2UIV§r）
gregtech:machine:14326, 1048576A Wireless Dynamo Hatch（§eUXV§r）
gregtech:machine:14327, 1048576A Wireless Dynamo Hatch（§9OpV§r）
gregtech:machine:14328, 1048576A Wireless Dynamo Hatch（§c§lMAX§r）
gregtech:machine:18019, Pyrotheum Heating Vent
gregtech:machine:18020, Cryotheum Cooling Hatch
gregtech:machine:18021, ULV RF Energy Hatch
gregtech:machine:18022, LV RF Energy Hatch
gregtech:machine:18023, MV RF Energy Hatch
